resume_id,user_id,education,major,years_experience,city,current_job,current_job_name,target_job,target_job_name,skills,skill_levels,work_experience,project_experience,self_introduction,resume_text,source
CR0136,u136,大专,计算机科学与技术,10,西安,15-1243.00,数据库架构师,15-1244.00,网络与计算机系统管理员,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.567695, ""2.A.1.b"": 0.520948, ""2.A.1.c"": 0.52709, ""2.A.1.d"": 0.545753, ""2.A.1.e"": 0.378437, ""2.A.1.f"": 0.304415, ""2.A.2.a"": 0.599446, ""2.A.2.b"": 0.524383, ""2.A.2.c"": 0.471331, ""2.A.2.d"": 0.499758, ""2.B.1.a"": 0.457819, ""2.B.1.b"": 0.451356, ""2.B.1.c"": 0.448443, ""2.B.1.d"": 0.454145, ""2.B.1.e"": 0.499687, ""2.B.1.f"": 0.343852, ""2.B.2.i"": 0.590519, ""2.B.3.a"": 0.543446, ""2.B.3.b"": 0.400231, ""2.B.3.c"": 0.189701, ""2.B.3.d"": 0.26597, ""2.B.3.e"": 0.535922, ""2.B.3.g"": 0.343978, ""2.B.3.h"": 0.20323, ""2.B.3.j"": 0.177031, ""2.B.3.k"": 0.315613, ""2.B.3.l"": 0.213075, ""2.B.3.m"": 0.295887, ""2.B.4.e"": 0.555708, ""2.B.4.g"": 0.537148, ""2.B.4.h"": 0.432792, ""2.B.5.a"": 0.435049, ""2.B.5.b"": 0.274094, ""2.B.5.c"": 0.187718, ""2.B.5.d"": 0.318503}",在西安参与数据库架构师工作10年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责数据库架构师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。,我具备大专学历，专业为计算机科学与技术，目标方向是网络与计算机系统管理员。重视工程质量、团队协作和持续学习。,"求职方向：网络与计算机系统管理员
教育背景：大专｜计算机科学与技术
工作经历：在西安参与数据库架构师工作10年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责数据库架构师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备大专学历，专业为计算机科学与技术，目标方向是网络与计算机系统管理员。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0137,u137,本科,软件工程,6,北京,15-1244.00,网络与计算机系统管理员,15-1212.00,信息安全分析师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、安装、编程、运营监控、操作与控制、设备维护、故障排查、修复、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.554407, ""2.A.1.b"": 0.542303, ""2.A.1.c"": 0.492281, ""2.A.1.d"": 0.566261, ""2.A.1.e"": 0.423463, ""2.A.1.f"": 0.317066, ""2.A.2.a"": 0.536267, ""2.A.2.b"": 0.546367, ""2.A.2.c"": 0.37889, ""2.A.2.d"": 0.477677, ""2.B.1.a"": 0.364604, ""2.B.1.b"": 0.397762, ""2.B.1.c"": 0.345947, ""2.B.1.d"": 0.335313, ""2.B.1.e"": 0.471393, ""2.B.1.f"": 0.456438, ""2.B.2.i"": 0.605701, ""2.B.3.a"": 0.444842, ""2.B.3.b"": 0.372975, ""2.B.3.c"": 0.474495, ""2.B.3.d"": 0.383275, ""2.B.3.e"": 0.563824, ""2.B.3.g"": 0.514109, ""2.B.3.h"": 0.461031, ""2.B.3.j"": 0.433608, ""2.B.3.k"": 0.597163, ""2.B.3.l"": 0.489239, ""2.B.3.m"": 0.52403, ""2.B.4.e"": 0.618444, ""2.B.4.g"": 0.457739, ""2.B.4.h"": 0.541864, ""2.B.5.a"": 0.550552, ""2.B.5.b"": 0.252621, ""2.B.5.c"": 0.449875, ""2.B.5.d"": 0.363761}",在北京参与网络与计算机系统管理员工作6年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责网络与计算机系统管理员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。,我具备本科学历，专业为软件工程，目标方向是信息安全分析师。重视工程质量、团队协作和持续学习。,"求职方向：信息安全分析师
教育背景：本科｜软件工程
工作经历：在北京参与网络与计算机系统管理员工作6年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责网络与计算机系统管理员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、安装、编程、运营监控、操作与控制、设备维护、故障排查、修复、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为软件工程，目标方向是信息安全分析师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0138,u138,本科,数据科学与大数据技术,2,上海,15-1251.00,计算机程序员,15-1252.00,软件开发工程师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.444369, ""2.A.1.b"": 0.565558, ""2.A.1.c"": 0.488424, ""2.A.1.d"": 0.44801, ""2.A.1.e"": 0.472087, ""2.A.1.f"": 0.316394, ""2.A.2.a"": 0.554607, ""2.A.2.b"": 0.44117, ""2.A.2.c"": 0.340537, ""2.A.2.d"": 0.482521, ""2.B.1.a"": 0.349488, ""2.B.1.b"": 0.42322, ""2.B.1.c"": 0.280167, ""2.B.1.d"": 0.306976, ""2.B.1.e"": 0.369669, ""2.B.1.f"": 0.339431, ""2.B.2.i"": 0.521343, ""2.B.3.a"": 0.503087, ""2.B.3.b"": 0.414002, ""2.B.3.c"": 0.236985, ""2.B.3.d"": 0.22607, ""2.B.3.e"": 0.770871, ""2.B.3.g"": 0.314684, ""2.B.3.h"": 0.235659, ""2.B.3.j"": 0.119866, ""2.B.3.k"": 0.243915, ""2.B.3.l"": 0.198686, ""2.B.3.m"": 0.584259, ""2.B.4.e"": 0.373148, ""2.B.4.g"": 0.492441, ""2.B.4.h"": 0.456835, ""2.B.5.a"": 0.479387, ""2.B.5.b"": 0.286267, ""2.B.5.c"": 0.313598, ""2.B.5.d"": 0.321936}",在上海参与计算机程序员工作2年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责计算机程序员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。,我具备本科学历，专业为数据科学与大数据技术，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件开发工程师
教育背景：本科｜数据科学与大数据技术
工作经历：在上海参与计算机程序员工作2年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责计算机程序员相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为数据科学与大数据技术，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0139,u139,硕士,网络工程,9,广州,15-1252.00,软件开发工程师,15-1253.00,软件质量保证分析师与测试工程师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、技术设计、运营监控、故障排查、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.64056, ""2.A.1.b"": 0.576267, ""2.A.1.c"": 0.511219, ""2.A.1.d"": 0.536445, ""2.A.1.e"": 0.35206, ""2.A.1.f"": 0.159675, ""2.A.2.a"": 0.561176, ""2.A.2.b"": 0.485875, ""2.A.2.c"": 0.438828, ""2.A.2.d"": 0.517139, ""2.B.1.a"": 0.430261, ""2.B.1.b"": 0.528858, ""2.B.1.c"": 0.437836, ""2.B.1.d"": 0.451719, ""2.B.1.e"": 0.378016, ""2.B.1.f"": 0.399986, ""2.B.2.i"": 0.502614, ""2.B.3.a"": 0.200426, ""2.B.3.b"": 0.534464, ""2.B.3.c"": 0.193262, ""2.B.3.d"": 0.196341, ""2.B.3.e"": 0.104719, ""2.B.3.g"": 0.392804, ""2.B.3.h"": 0.221128, ""2.B.3.j"": 0.195094, ""2.B.3.k"": 0.364763, ""2.B.3.l"": 0.221138, ""2.B.3.m"": 0.211196, ""2.B.4.e"": 0.596577, ""2.B.4.g"": 0.520323, ""2.B.4.h"": 0.543963, ""2.B.5.a"": 0.391398, ""2.B.5.b"": 0.118654, ""2.B.5.c"": 0.275513, ""2.B.5.d"": 0.434931}",在广州参与软件开发工程师工作9年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责软件开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。,我具备硕士学历，专业为网络工程，目标方向是软件质量保证分析师与测试工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件质量保证分析师与测试工程师
教育背景：硕士｜网络工程
工作经历：在广州参与软件开发工程师工作9年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责软件开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、技术设计、运营监控、故障排查、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备硕士学历，专业为网络工程，目标方向是软件质量保证分析师与测试工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0140,u140,大专,信息安全,5,深圳,15-1253.00,软件质量保证分析师与测试工程师,15-1252.00,软件开发工程师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、安装、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理,"{""2.A.1.a"": 0.563418, ""2.A.1.b"": 0.586018, ""2.A.1.c"": 0.468529, ""2.A.1.d"": 0.623385, ""2.A.1.e"": 0.395123, ""2.A.1.f"": 0.383674, ""2.A.2.a"": 0.567594, ""2.A.2.b"": 0.413939, ""2.A.2.c"": 0.418919, ""2.A.2.d"": 0.486672, ""2.B.1.a"": 0.375095, ""2.B.1.b"": 0.391294, ""2.B.1.c"": 0.334242, ""2.B.1.d"": 0.334417, ""2.B.1.e"": 0.32257, ""2.B.1.f"": 0.393641, ""2.B.2.i"": 0.507822, ""2.B.3.a"": 0.46916, ""2.B.3.b"": 0.336184, ""2.B.3.c"": 0.25953, ""2.B.3.d"": 0.350325, ""2.B.3.e"": 0.498708, ""2.B.3.g"": 0.434255, ""2.B.3.h"": 0.30636, ""2.B.3.j"": 0.203803, ""2.B.3.k"": 0.439031, ""2.B.3.l"": 0.256985, ""2.B.3.m"": 0.529441, ""2.B.4.e"": 0.396073, ""2.B.4.g"": 0.471431, ""2.B.4.h"": 0.445437, ""2.B.5.a"": 0.445229, ""2.B.5.b"": 0.191572, ""2.B.5.c"": 0.218181, ""2.B.5.d"": 0.250318}",在深圳参与软件质量保证分析师与测试工程师工作5年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责软件质量保证分析师与测试工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。,我具备大专学历，专业为信息安全，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件开发工程师
教育背景：大专｜信息安全
工作经历：在深圳参与软件质量保证分析师与测试工程师工作5年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责软件质量保证分析师与测试工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、安装、编程、运营监控、操作与控制、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理
自我评价：我具备大专学历，专业为信息安全，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0141,u141,本科,计算机科学与技术,1,杭州,15-1254.00,网页开发工程师,15-1252.00,软件开发工程师,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、故障排查、修复、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.588013, ""2.A.1.b"": 0.548797, ""2.A.1.c"": 0.497906, ""2.A.1.d"": 0.512833, ""2.A.1.e"": 0.438017, ""2.A.1.f"": 0.404425, ""2.A.2.a"": 0.482395, ""2.A.2.b"": 0.507222, ""2.A.2.c"": 0.433937, ""2.A.2.d"": 0.443724, ""2.B.1.a"": 0.342172, ""2.B.1.b"": 0.360691, ""2.B.1.c"": 0.412217, ""2.B.1.d"": 0.400016, ""2.B.1.e"": 0.454741, ""2.B.1.f"": 0.386073, ""2.B.2.i"": 0.591257, ""2.B.3.a"": 0.510896, ""2.B.3.b"": 0.369562, ""2.B.3.c"": 0.308845, ""2.B.3.d"": 0.200894, ""2.B.3.e"": 0.643014, ""2.B.3.g"": 0.265741, ""2.B.3.h"": 0.230859, ""2.B.3.j"": 0.247508, ""2.B.3.k"": 0.283789, ""2.B.3.l"": 0.30778, ""2.B.3.m"": 0.350026, ""2.B.4.e"": 0.461746, ""2.B.4.g"": 0.497603, ""2.B.4.h"": 0.47671, ""2.B.5.a"": 0.554773, ""2.B.5.b"": 0.224849, ""2.B.5.c"": 0.301165, ""2.B.5.d"": 0.315511}",在杭州参与网页开发工程师工作1年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责网页开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。,我具备本科学历，专业为计算机科学与技术，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。,"求职方向：软件开发工程师
教育背景：本科｜计算机科学与技术
工作经历：在杭州参与网页开发工程师工作1年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责网页开发工程师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用计算机科学与技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、编程、故障排查、修复、质量控制分析、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为计算机科学与技术，目标方向是软件开发工程师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0142,u142,本科,软件工程,8,成都,15-1255.00,网页与数字界面设计师,15-2031.00,运筹分析师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、故障排查、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理,"{""2.A.1.a"": 0.645844, ""2.A.1.b"": 0.518512, ""2.A.1.c"": 0.504576, ""2.A.1.d"": 0.559284, ""2.A.1.e"": 0.41701, ""2.A.1.f"": 0.195804, ""2.A.2.a"": 0.621915, ""2.A.2.b"": 0.477269, ""2.A.2.c"": 0.451615, ""2.A.2.d"": 0.469185, ""2.B.1.a"": 0.447607, ""2.B.1.b"": 0.440713, ""2.B.1.c"": 0.390487, ""2.B.1.d"": 0.468416, ""2.B.1.e"": 0.423574, ""2.B.1.f"": 0.369805, ""2.B.2.i"": 0.514648, ""2.B.3.a"": 0.457699, ""2.B.3.b"": 0.414864, ""2.B.3.c"": 0.230163, ""2.B.3.d"": 0.2202, ""2.B.3.e"": 0.610978, ""2.B.3.g"": 0.371805, ""2.B.3.h"": 0.222201, ""2.B.3.j"": 0.157103, ""2.B.3.k"": 0.280925, ""2.B.3.l"": 0.252264, ""2.B.3.m"": 0.253368, ""2.B.4.e"": 0.461434, ""2.B.4.g"": 0.541231, ""2.B.4.h"": 0.503741, ""2.B.5.a"": 0.412147, ""2.B.5.b"": 0.168203, ""2.B.5.c"": 0.325285, ""2.B.5.d"": 0.466893}",在成都参与网页与数字界面设计师工作8年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责网页与数字界面设计师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。,我具备本科学历，专业为软件工程，目标方向是运筹分析师。重视工程质量、团队协作和持续学习。,"求职方向：运筹分析师
教育背景：本科｜软件工程
工作经历：在成都参与网页与数字界面设计师工作8年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责网页与数字界面设计师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用软件工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、运营监控、故障排查、判断与决策、系统分析、系统评估、时间管理、物资资源管理、人员资源管理
自我评价：我具备本科学历，专业为软件工程，目标方向是运筹分析师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0143,u143,硕士,数据科学与大数据技术,4,武汉,15-2031.00,运筹分析师,15-2051.00,数据科学家,阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.597855, ""2.A.1.b"": 0.518685, ""2.A.1.c"": 0.625177, ""2.A.1.d"": 0.631777, ""2.A.1.e"": 0.703747, ""2.A.1.f"": 0.495602, ""2.A.2.a"": 0.575748, ""2.A.2.b"": 0.614476, ""2.A.2.c"": 0.432546, ""2.A.2.d"": 0.444428, ""2.B.1.a"": 0.38157, ""2.B.1.b"": 0.424333, ""2.B.1.c"": 0.427562, ""2.B.1.d"": 0.3373, ""2.B.1.e"": 0.39774, ""2.B.1.f"": 0.363531, ""2.B.2.i"": 0.692905, ""2.B.3.a"": 0.550474, ""2.B.3.b"": 0.330692, ""2.B.3.c"": 0.267302, ""2.B.3.d"": 0.232394, ""2.B.3.e"": 0.324191, ""2.B.3.g"": 0.23571, ""2.B.3.h"": 0.16987, ""2.B.3.j"": 0.206831, ""2.B.3.k"": 0.258594, ""2.B.3.l"": 0.192159, ""2.B.3.m"": 0.36646, ""2.B.4.e"": 0.684472, ""2.B.4.g"": 0.585044, ""2.B.4.h"": 0.541997, ""2.B.5.a"": 0.359443, ""2.B.5.b"": 0.277781, ""2.B.5.c"": 0.262936, ""2.B.5.d"": 0.332325}",在武汉参与运筹分析师工作4年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责运筹分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。,我具备硕士学历，专业为数据科学与大数据技术，目标方向是数据科学家。重视工程质量、团队协作和持续学习。,"求职方向：数据科学家
教育背景：硕士｜数据科学与大数据技术
工作经历：在武汉参与运筹分析师工作4年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责运筹分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用数据科学与大数据技术知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、科学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、编程、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备硕士学历，专业为数据科学与大数据技术，目标方向是数据科学家。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0144,u144,大专,网络工程,0,西安,15-2051.00,数据科学家,15-1211.00,计算机系统分析师,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、编程、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、人员资源管理,"{""2.A.1.a"": 0.737786, ""2.A.1.b"": 0.523337, ""2.A.1.c"": 0.585124, ""2.A.1.d"": 0.613809, ""2.A.1.e"": 0.565986, ""2.A.1.f"": 0.253462, ""2.A.2.a"": 0.679562, ""2.A.2.b"": 0.553461, ""2.A.2.c"": 0.341855, ""2.A.2.d"": 0.438579, ""2.B.1.a"": 0.437724, ""2.B.1.b"": 0.420635, ""2.B.1.c"": 0.371157, ""2.B.1.d"": 0.353814, ""2.B.1.e"": 0.429553, ""2.B.1.f"": 0.34918, ""2.B.2.i"": 0.524877, ""2.B.3.a"": 0.357547, ""2.B.3.b"": 0.154758, ""2.B.3.c"": 0.262903, ""2.B.3.d"": 0.183626, ""2.B.3.e"": 0.441602, ""2.B.3.g"": 0.251126, ""2.B.3.h"": 0.246983, ""2.B.3.j"": 0.178299, ""2.B.3.k"": 0.231271, ""2.B.3.l"": 0.262728, ""2.B.3.m"": 0.390316, ""2.B.4.e"": 0.612169, ""2.B.4.g"": 0.541436, ""2.B.4.h"": 0.500859, ""2.B.5.a"": 0.537511, ""2.B.5.b"": 0.320306, ""2.B.5.c"": 0.216882, ""2.B.5.d"": 0.374218}",在西安参与数据科学家工作0年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责数据科学家相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。,我具备大专学历，专业为网络工程，目标方向是计算机系统分析师。重视工程质量、团队协作和持续学习。,"求职方向：计算机系统分析师
教育背景：大专｜网络工程
工作经历：在西安参与数据科学家工作0年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责数据科学家相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用网络工程知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、编程、质量控制分析、判断与决策、系统分析、系统评估、时间管理、财务资源管理、人员资源管理
自我评价：我具备大专学历，专业为网络工程，目标方向是计算机系统分析师。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
CR0145,u145,本科,信息安全,7,北京,15-1211.00,计算机系统分析师,15-2051.00,数据科学家,阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、安装、编程、运营监控、操作与控制、设备维护、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理,"{""2.A.1.a"": 0.567725, ""2.A.1.b"": 0.590067, ""2.A.1.c"": 0.565814, ""2.A.1.d"": 0.551655, ""2.A.1.e"": 0.473018, ""2.A.1.f"": 0.271538, ""2.A.2.a"": 0.514126, ""2.A.2.b"": 0.591616, ""2.A.2.c"": 0.426657, ""2.A.2.d"": 0.475727, ""2.B.1.a"": 0.434273, ""2.B.1.b"": 0.438943, ""2.B.1.c"": 0.504959, ""2.B.1.d"": 0.368318, ""2.B.1.e"": 0.485233, ""2.B.1.f"": 0.303373, ""2.B.2.i"": 0.567432, ""2.B.3.a"": 0.48808, ""2.B.3.b"": 0.449866, ""2.B.3.c"": 0.341626, ""2.B.3.d"": 0.283793, ""2.B.3.e"": 0.543508, ""2.B.3.g"": 0.443151, ""2.B.3.h"": 0.297359, ""2.B.3.j"": 0.293932, ""2.B.3.k"": 0.510177, ""2.B.3.l"": 0.244846, ""2.B.3.m"": 0.445664, ""2.B.4.e"": 0.549601, ""2.B.4.g"": 0.589429, ""2.B.4.h"": 0.597233, ""2.B.5.a"": 0.470023, ""2.B.5.b"": 0.279343, ""2.B.5.c"": 0.251718, ""2.B.5.d"": 0.359857}",在北京参与计算机系统分析师工作7年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。,负责计算机系统分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。,我具备本科学历，专业为信息安全，目标方向是数据科学家。重视工程质量、团队协作和持续学习。,"求职方向：数据科学家
教育背景：本科｜信息安全
工作经历：在北京参与计算机系统分析师工作7年，持续提升阅读理解、积极倾听、书面表达、口头表达等技能。
项目经历：负责计算机系统分析师相关项目，完成需求分析、代码实现、测试验证和上线复盘，使用信息安全知识解决实际业务问题。
技能：阅读理解、积极倾听、书面表达、口头表达、数学、批判性思维、主动学习、学习策略、监控、社会洞察、协调、说服、谈判、指导、服务导向、复杂问题解决、运营分析、技术设计、设备选型、安装、编程、运营监控、操作与控制、设备维护、故障排查、质量控制分析、判断与决策、系统分析、系统评估、时间管理、人员资源管理
自我评价：我具备本科学历，专业为信息安全，目标方向是数据科学家。重视工程质量、团队协作和持续学习。",synthetic_chinese_resume
